datetime,open,high,low,close,volume,oi
2025-12-17T10:37:00,153.3,154.75,152.35,152.4,185100,54396.0
2025-12-17T10:38:00,152.95,154.0,151.0,152.3,180750,
2025-12-17T10:39:00,152.2,154.75,151.3,153.65,142500,
2025-12-17T10:40:00,154.1,154.3,151.0,151.9,184425,55680.0
2025-12-17T10:41:00,151.65,154.3,151.65,153.7,162825,
2025-12-17T10:42:00,153.8,155.75,152.65,155.45,261375,
2025-12-17T10:43:00,155.9,157.95,154.5,155.1,426075,56808.0
2025-12-17T10:44:00,154.5,156.15,152.3,155.8,271725,
2025-12-17T10:45:00,155.85,156.35,151.65,155.4,282450,
2025-12-17T10:46:00,155.55,157.15,153.55,156.35,254175,58007.0
2025-12-17T10:47:00,156.65,159.65,156.65,158.4,464100,
2025-12-17T10:48:00,158.2,159.95,158.05,158.6,414525,
2025-12-17T10:49:00,159.0,160.1,156.2,157.0,362775,56810.0
2025-12-17T10:50:00,158.2,159.2,156.75,157.75,213225,
2025-12-17T10:51:00,157.25,158.2,153.7,155.45,396525,
2025-12-17T10:52:00,155.95,155.95,152.35,153.25,269700,56353.0
2025-12-17T10:53:00,153.4,157.7,151.85,157.55,297900,
2025-12-17T10:54:00,157.05,157.65,151.0,151.0,343950,
2025-12-17T10:55:00,151.2,151.9,144.5,144.5,795750,56877.0
2025-12-17T10:56:00,144.85,147.75,144.15,147.3,547125,
2025-12-17T10:57:00,147.55,148.95,143.75,148.35,598575,
2025-12-17T10:58:00,148.85,153.0,148.75,151.95,573975,57867.0
2025-12-17T10:59:00,152.6,155.0,151.0,154.1,524700,
2025-12-17T11:00:00,154.35,156.95,152.95,152.95,693375,
2025-12-17T11:01:00,152.7,155.9,152.6,154.75,267900,60236.0
2025-12-17T11:02:00,154.7,159.3,154.5,158.95,648750,
2025-12-17T11:03:00,158.75,159.0,153.1,156.8,508575,
2025-12-17T11:04:00,156.65,156.85,153.85,154.05,297900,63155.0
2025-12-17T11:05:00,154.1,156.25,153.3,155.9,213150,
2025-12-17T11:06:00,155.55,158.0,154.2,157.85,231675,
2025-12-17T11:07:00,157.75,160.2,155.75,158.85,458025,64776.0
2025-12-17T11:08:00,158.65,159.7,158.0,158.0,421500,
2025-12-17T11:09:00,158.35,159.0,157.4,158.05,178875,
2025-12-17T11:10:00,158.0,160.65,157.95,158.35,318600,64545.0
2025-12-17T11:11:00,158.15,158.75,155.55,157.95,297150,
2025-12-17T11:12:00,157.85,161.25,157.85,159.1,412950,
2025-12-17T11:13:00,159.3,162.0,157.4,161.25,322650,64198.0
2025-12-17T11:14:00,161.15,166.5,160.3,166.25,779175,
2025-12-17T11:15:00,165.75,166.65,164.6,165.0,758250,
2025-12-17T11:16:00,164.6,166.9,164.6,165.55,316575,61316.0
2025-12-17T11:17:00,165.7,167.65,165.15,165.9,385050,
2025-12-17T11:18:00,166.2,167.8,161.5,163.4,529050,
2025-12-17T11:19:00,163.05,163.45,159.45,161.65,425625,58425.0
2025-12-17T11:20:00,161.7,161.7,155.3,155.35,439575,
2025-12-17T11:21:00,155.5,160.35,154.0,159.65,465675,
2025-12-17T11:22:00,160.0,160.95,158.75,160.65,289950,58182.0
2025-12-17T11:23:00,160.35,160.65,154.55,154.7,388350,
2025-12-17T11:24:00,155.0,156.85,153.75,155.9,270225,
2025-12-17T11:25:00,156.25,157.45,152.75,153.0,348150,59619.0
2025-12-17T11:26:00,152.75,153.45,151.4,152.8,230325,
2025-12-17T11:27:00,152.75,153.05,149.65,149.7,307350,
2025-12-17T11:28:00,149.75,150.6,146.3,147.75,472725,61026.0
2025-12-17T11:29:00,147.9,149.85,146.75,149.2,262275,
2025-12-17T11:30:00,149.05,149.2,145.95,148.4,355875,
2025-12-17T11:31:00,148.45,152.0,147.95,151.15,551325,63671.0
2025-12-17T11:32:00,151.0,151.35,147.2,147.5,295500,
2025-12-17T11:33:00,147.3,150.45,145.0,150.45,455850,
2025-12-17T11:34:00,149.75,150.95,147.55,148.2,246675,65920.0
2025-12-17T11:35:00,148.75,150.15,147.5,149.85,159150,
2025-12-17T11:36:00,149.6,151.0,149.3,149.7,324225,
2025-12-17T11:37:00,149.9,150.6,149.05,150.0,123075,67452.0
2025-12-17T11:38:00,150.1,150.8,148.9,149.2,154950,
2025-12-17T11:39:00,149.0,152.0,149.0,151.8,287250,
2025-12-17T11:40:00,151.6,154.8,151.2,154.15,378225,66858.0
2025-12-17T11:41:00,154.25,157.5,154.25,156.65,616575,
2025-12-17T11:42:00,156.3,158.95,156.3,157.1,499950,
2025-12-17T11:43:00,156.65,159.5,156.65,158.5,314325,65202.0
2025-12-17T11:44:00,158.55,159.25,155.7,156.3,273000,
2025-12-17T11:45:00,156.25,158.8,155.4,158.5,213900,
2025-12-17T11:46:00,158.55,160.0,157.5,159.65,350400,64900.0
2025-12-17T11:47:00,159.5,163.05,159.45,162.8,550425,
2025-12-17T11:48:00,162.65,163.3,159.0,162.6,394350,
2025-12-17T11:49:00,162.65,163.8,162.0,163.0,381150,65106.0
2025-12-17T11:50:00,162.7,164.5,162.5,163.65,371250,
2025-12-17T11:51:00,163.9,163.9,158.4,159.1,417750,
2025-12-17T11:52:00,158.5,160.85,155.55,157.0,768300,61707.0
2025-12-17T11:53:00,157.6,158.3,154.6,158.3,586725,
2025-12-17T11:54:00,158.45,159.3,156.9,157.55,313125,
2025-12-17T11:55:00,156.9,158.9,155.75,158.25,169650,59432.0
2025-12-17T11:56:00,157.95,158.45,151.6,152.25,390525,
2025-12-17T11:57:00,151.2,153.5,150.8,151.55,240375,
2025-12-17T11:58:00,151.35,156.05,151.0,151.9,259650,59127.0
2025-12-17T11:59:00,151.7,151.8,148.45,149.25,396300,
2025-12-17T12:00:00,148.7,149.15,143.8,144.6,606225,
2025-12-17T12:01:00,144.75,144.75,142.05,143.4,501900,60361.0
2025-12-17T12:02:00,143.0,143.3,137.1,138.7,1051350,
2025-12-17T12:03:00,138.65,141.25,137.2,140.2,719775,
2025-12-17T12:04:00,140.0,140.45,137.2,137.9,435825,65778.0
2025-12-17T12:05:00,138.0,141.55,136.35,141.45,651900,
2025-12-17T12:06:00,141.3,141.7,138.25,139.2,323175,
2025-12-17T12:07:00,139.15,140.25,137.1,137.3,284625,68546.0
2025-12-17T12:08:00,137.85,138.7,137.05,137.6,232350,
2025-12-17T12:09:00,137.65,139.9,137.6,138.5,333450,
2025-12-17T12:10:00,138.15,142.15,138.15,142.1,455475,70522.0
2025-12-17T12:11:00,142.5,143.0,141.75,142.4,544800,
2025-12-17T12:12:00,142.6,142.8,140.0,140.7,336450,
2025-12-17T12:13:00,140.35,143.8,139.25,139.25,349125,72146.0
2025-12-17T12:14:00,138.9,140.6,138.45,138.9,242700,
2025-12-17T12:15:00,139.0,141.7,138.5,139.2,210300,
2025-12-17T12:16:00,139.3,140.95,139.05,140.4,203100,73410.0
2025-12-17T12:17:00,140.65,141.85,139.2,141.35,239625,
2025-12-17T12:18:00,141.0,142.25,140.0,141.8,200925,
2025-12-17T12:19:00,142.1,142.8,140.9,141.9,255750,74574.0
2025-12-17T12:20:00,141.25,142.3,140.45,140.8,216225,
2025-12-17T12:21:00,140.65,142.65,139.65,141.25,231150,
2025-12-17T12:22:00,141.85,142.15,139.7,140.1,160800,
2025-12-17T12:23:00,140.15,143.1,139.95,140.35,215400,75805.0
2025-12-17T12:24:00,140.55,140.8,134.7,134.95,839850,
2025-12-17T12:25:00,135.15,139.8,135.15,138.4,336600,
2025-12-17T12:26:00,137.7,137.8,132.65,134.45,520875,74562.0
2025-12-17T12:27:00,134.55,134.6,130.8,133.6,532650,
2025-12-17T12:28:00,134.2,134.95,131.8,132.45,433425,
2025-12-17T12:29:00,132.7,133.95,131.75,132.75,302325,75846.0
2025-12-17T12:30:00,132.6,136.65,132.6,135.0,463575,
2025-12-17T12:31:00,135.55,138.2,134.05,135.0,385800,
2025-12-17T12:32:00,135.55,135.8,132.95,133.75,293250,76541.0
2025-12-17T12:33:00,134.0,136.4,133.45,135.3,205725,
2025-12-17T12:34:00,135.0,137.8,135.0,137.8,250650,
2025-12-17T12:35:00,137.25,138.1,135.85,135.85,302475,77658.0
2025-12-17T12:36:00,136.6,138.0,136.15,137.35,183450,
2025-12-17T12:37:00,137.2,138.05,134.0,134.4,242250,
2025-12-17T12:38:00,134.45,135.5,131.3,133.0,345300,77876.0
2025-12-17T12:39:00,133.1,136.2,132.25,134.85,288075,
2025-12-17T12:40:00,135.0,136.85,133.15,133.15,255900,
2025-12-17T12:41:00,133.8,134.85,131.9,132.7,334800,79080.0
2025-12-17T12:42:00,132.5,133.4,131.6,133.0,361200,
2025-12-17T12:43:00,133.35,135.8,133.25,135.6,288675,
2025-12-17T12:44:00,135.75,138.3,135.75,137.45,390450,79533.0
2025-12-17T12:45:00,137.6,139.0,135.2,139.0,333000,
2025-12-17T12:46:00,138.6,139.5,137.6,138.95,459600,
2025-12-17T12:47:00,139.3,140.0,138.35,139.0,398625,79947.0
2025-12-17T12:48:00,138.75,139.1,134.0,134.65,456975,
2025-12-17T12:49:00,134.75,137.3,134.6,137.3,232275,
2025-12-17T12:50:00,138.0,141.2,137.5,139.15,715950,80614.0
2025-12-17T12:51:00,139.25,141.5,139.0,139.7,465150,
2025-12-17T12:52:00,140.3,142.35,139.85,140.65,486600,
2025-12-17T12:53:00,140.7,141.55,135.3,135.3,427275,79739.0
2025-12-17T12:54:00,136.0,136.65,130.75,131.45,730050,
2025-12-17T12:55:00,131.5,131.5,128.1,129.1,878625,
2025-12-17T12:56:00,129.35,132.6,128.4,132.2,563850,77899.0
2025-12-17T12:57:00,132.5,132.8,131.1,132.7,302625,
2025-12-17T12:58:00,132.75,133.15,131.55,132.05,230475,
2025-12-17T12:59:00,131.95,133.0,131.5,131.65,148500,79506.0
2025-12-17T13:00:00,131.75,133.4,130.15,130.3,325500,
2025-12-17T13:01:00,130.6,133.3,130.3,132.7,284325,
2025-12-17T13:02:00,132.55,134.6,132.1,133.0,423525,80822.0
2025-12-17T13:03:00,133.15,133.85,131.55,133.85,219000,
2025-12-17T13:04:00,133.9,135.95,132.7,135.85,298275,
2025-12-17T13:05:00,136.15,138.2,135.0,137.65,584325,81060.0
2025-12-17T13:06:00,137.6,137.6,135.55,136.8,278400,
2025-12-17T13:07:00,136.4,138.6,136.4,136.9,271650,
2025-12-17T13:08:00,136.8,139.2,136.35,138.25,265500,80934.0
2025-12-17T13:09:00,138.3,139.0,134.65,135.35,337050,
2025-12-17T13:10:00,135.8,135.8,133.5,134.85,305925,
2025-12-17T13:11:00,134.55,138.8,134.4,138.45,320400,81198.0
2025-12-17T13:12:00,138.4,138.95,136.8,136.9,181800,
2025-12-17T13:13:00,137.05,137.05,134.2,135.0,284400,
2025-12-17T13:14:00,134.85,135.35,133.4,134.55,143475,82311.0
2025-12-17T13:15:00,134.4,135.55,133.25,134.25,163875,
2025-12-17T13:16:00,134.0,137.4,134.0,135.75,236475,
2025-12-17T13:17:00,136.35,137.45,135.7,136.25,137475,83317.0
2025-12-17T13:18:00,136.5,138.65,135.05,138.05,207000,
2025-12-17T13:19:00,138.5,141.0,138.45,140.15,588225,
2025-12-17T13:20:00,139.0,140.0,138.3,139.85,324000,82118.0
2025-12-17T13:21:00,140.0,140.0,138.5,139.5,214875,
2025-12-17T13:22:00,139.25,142.15,137.85,139.4,575775,
2025-12-17T13:23:00,139.25,141.0,138.6,141.0,272700,81352.0
2025-12-17T13:24:00,141.3,143.45,140.6,141.15,576525,
2025-12-17T13:25:00,141.3,144.5,141.3,144.5,531825,
2025-12-17T13:26:00,144.85,145.0,141.85,144.35,665100,80811.0
2025-12-17T13:27:00,144.65,145.75,143.55,144.0,649575,
2025-12-17T13:28:00,143.9,145.45,142.25,142.25,534000,
2025-12-17T13:29:00,142.05,143.25,140.25,140.25,500625,78399.0
2025-12-17T13:30:00,140.7,142.45,138.75,139.7,447675,
2025-12-17T13:31:00,139.8,140.05,137.0,139.5,511350,
2025-12-17T13:32:00,139.8,140.7,138.75,138.75,270600,76951.0
2025-12-17T13:33:00,138.65,139.25,136.25,138.75,344400,
2025-12-17T13:34:00,138.5,139.35,137.1,138.2,233025,
2025-12-17T13:35:00,138.1,138.15,134.7,135.3,376425,77254.0
2025-12-17T13:36:00,134.6,134.6,131.65,132.2,571950,
2025-12-17T13:37:00,132.3,136.45,132.3,135.2,457050,
2025-12-17T13:38:00,135.3,135.65,131.7,132.5,328500,77882.0
2025-12-17T13:39:00,132.7,133.3,131.55,132.45,227700,
2025-12-17T13:40:00,132.3,134.35,132.1,134.3,197550,
2025-12-17T13:41:00,134.0,135.65,131.0,131.0,365100,79062.0
2025-12-17T13:42:00,130.75,130.75,127.05,127.05,684825,
2025-12-17T13:43:00,126.75,128.85,126.75,127.4,403050,
2025-12-17T13:44:00,127.65,131.65,127.45,131.1,352725,81400.0
2025-12-17T13:45:00,131.15,132.55,129.95,132.05,429225,
2025-12-17T13:46:00,132.0,133.9,130.35,133.3,354300,
2025-12-17T13:47:00,133.05,133.95,131.35,132.85,337875,82813.0
2025-12-17T13:48:00,132.8,134.45,132.35,133.55,338400,
2025-12-17T13:49:00,133.6,133.9,130.65,132.5,281100,
2025-12-17T13:50:00,132.45,133.6,130.9,131.85,199275,83973.0
2025-12-17T13:51:00,131.45,132.25,130.65,131.7,189450,
2025-12-17T13:52:00,131.75,133.4,130.0,133.0,221775,
2025-12-17T13:53:00,132.85,134.95,132.35,134.0,336300,84296.0
2025-12-17T13:54:00,134.1,134.45,133.05,133.85,256725,
2025-12-17T13:55:00,133.7,133.7,127.0,127.2,486900,
2025-12-17T13:56:00,127.25,129.85,126.55,129.5,555975,84636.0
2025-12-17T13:57:00,129.65,133.1,129.2,132.0,451200,
2025-12-17T13:58:00,131.8,135.2,131.45,134.8,518025,
2025-12-17T13:59:00,135.2,137.5,135.0,136.2,626700,82823.0
2025-12-17T14:00:00,136.35,138.5,134.7,134.7,636900,
2025-12-17T14:01:00,135.1,136.85,133.8,136.05,351300,
2025-12-17T14:02:00,135.85,135.9,131.65,132.15,347325,82794.0
2025-12-17T14:03:00,132.3,133.65,131.25,131.75,229575,
2025-12-17T14:04:00,131.95,136.6,131.85,136.3,277725,
2025-12-17T14:05:00,136.2,139.3,136.2,139.25,549525,81788.0
2025-12-17T14:06:00,139.45,139.6,137.25,138.65,592500,
2025-12-17T14:07:00,138.05,138.85,136.85,137.75,254250,
2025-12-17T14:08:00,137.7,139.75,137.3,138.0,318675,84413.0
2025-12-17T14:09:00,137.75,137.95,135.1,135.55,349500,
2025-12-17T14:10:00,135.95,136.5,134.6,135.15,219000,
2025-12-17T14:11:00,135.25,135.25,132.35,134.05,352050,84090.0
2025-12-17T14:12:00,134.55,134.9,133.35,134.55,158100,
2025-12-17T14:13:00,134.3,137.75,134.3,137.05,413025,
2025-12-17T14:14:00,137.3,142.35,137.1,140.6,847125,85515.0
2025-12-17T14:15:00,140.1,142.3,139.25,141.6,590175,
2025-12-17T14:16:00,141.5,145.1,141.5,144.25,978675,
2025-12-17T14:17:00,144.0,144.1,142.25,143.6,604875,86244.0
2025-12-17T14:18:00,143.7,145.85,142.95,145.35,953700,
2025-12-17T14:19:00,145.3,145.3,141.55,143.9,863775,
2025-12-17T14:20:00,144.3,146.25,138.0,138.7,1130550,81309.0
2025-12-17T14:21:00,139.0,140.95,137.9,138.8,448125,
2025-12-17T14:22:00,138.6,139.35,136.55,138.6,494025,
2025-12-17T14:23:00,138.65,140.4,137.8,138.05,277425,79812.0
2025-12-17T14:24:00,137.0,137.9,133.0,133.45,653625,
2025-12-17T14:25:00,133.75,135.0,132.0,133.0,443025,
2025-12-17T14:26:00,133.2,134.95,132.9,134.45,267525,79542.0
2025-12-17T14:27:00,134.8,135.75,131.25,131.85,475800,
2025-12-17T14:28:00,132.2,134.7,131.8,134.25,243150,
2025-12-17T14:29:00,134.65,134.65,130.45,133.9,380100,80466.0
2025-12-17T14:30:00,133.15,134.4,132.95,133.35,321300,
2025-12-17T14:31:00,133.85,134.3,132.1,132.6,212925,
2025-12-17T14:32:00,132.45,136.2,132.45,133.75,431700,80169.0
2025-12-17T14:33:00,133.7,136.6,133.7,135.3,374925,
2025-12-17T14:34:00,135.25,138.4,135.25,138.4,490125,
2025-12-17T14:35:00,138.25,140.25,136.5,137.0,732000,80109.0
2025-12-17T14:36:00,136.6,137.05,132.5,132.6,538350,
2025-12-17T14:37:00,132.3,134.0,130.8,131.5,672600,
2025-12-17T14:38:00,131.9,133.15,131.05,131.7,459825,79222.0
2025-12-17T14:39:00,131.45,131.7,129.0,130.55,760350,
2025-12-17T14:40:00,130.85,134.1,129.6,134.1,746550,
2025-12-17T14:41:00,134.35,135.75,133.7,134.05,662250,80364.0
2025-12-17T14:42:00,134.85,135.6,132.3,132.6,470475,
2025-12-17T14:43:00,132.25,134.85,132.25,134.6,195900,
2025-12-17T14:44:00,135.05,138.25,134.8,138.15,572400,79560.0
2025-12-17T14:45:00,138.3,140.3,137.4,139.0,827175,
2025-12-17T14:46:00,139.6,140.25,135.45,136.75,417600,
2025-12-17T14:47:00,136.8,137.2,134.7,135.55,222675,77555.0
2025-12-17T14:48:00,135.3,137.7,135.25,137.4,199275,
2025-12-17T14:49:00,137.5,143.15,137.5,141.9,927150,
2025-12-17T14:50:00,142.05,143.6,141.65,143.3,481125,76016.0
2025-12-17T14:51:00,143.35,143.8,140.15,142.3,427725,
2025-12-17T14:52:00,142.0,144.0,140.8,143.8,321600,
2025-12-17T14:53:00,144.0,144.85,141.6,142.3,750525,74677.0
2025-12-17T14:54:00,142.25,144.0,141.75,141.75,311625,
2025-12-17T14:55:00,142.3,144.25,140.6,141.15,319500,
2025-12-17T14:56:00,140.85,143.0,139.9,142.45,286875,72994.0
2025-12-17T14:57:00,142.4,145.35,141.75,144.75,406650,
2025-12-17T14:58:00,145.05,146.0,143.3,144.15,401700,
2025-12-17T14:59:00,144.25,146.3,142.8,144.3,528450,71426.0
2025-12-17T15:00:00,147.45,152.0,146.0,148.1,1706850,
2025-12-17T15:01:00,148.0,151.1,147.35,149.0,564450,
2025-12-17T15:02:00,148.8,149.85,144.5,144.7,532800,68326.0
2025-12-17T15:03:00,144.6,147.95,143.8,146.55,367725,
2025-12-17T15:04:00,146.85,149.5,146.25,148.25,331725,
2025-12-17T15:05:00,148.1,150.75,147.6,149.0,677175,65919.0
2025-12-17T15:06:00,148.7,149.0,146.15,146.95,285450,
2025-12-17T15:07:00,146.6,147.0,142.45,143.8,483000,
2025-12-17T15:08:00,144.05,146.5,143.75,146.2,272700,64032.0
2025-12-17T15:09:00,146.8,148.4,144.45,145.05,379350,
2025-12-17T15:10:00,145.4,147.3,144.3,144.3,275025,
2025-12-17T15:11:00,144.65,146.05,144.15,146.05,211500,61983.0
2025-12-17T15:12:00,146.45,147.3,144.65,146.8,257025,
2025-12-17T15:13:00,146.55,147.35,145.5,145.6,240825,
2025-12-17T15:14:00,146.35,147.4,144.4,147.4,286275,59631.0
2025-12-17T15:15:00,147.45,147.65,140.9,143.45,683775,
2025-12-17T15:16:00,142.9,145.25,142.1,144.5,272100,
2025-12-17T15:17:00,144.35,145.4,143.55,145.05,212850,55929.0
2025-12-17T15:18:00,144.25,144.95,142.95,144.0,173775,
2025-12-17T15:19:00,143.85,147.0,143.85,146.45,346950,
2025-12-17T15:20:00,146.65,147.0,145.0,146.4,338925,55167.0
2025-12-17T15:21:00,146.8,147.75,146.3,147.05,356775,
2025-12-17T15:22:00,147.35,150.3,147.1,150.0,589350,
2025-12-17T15:23:00,150.5,151.55,150.15,151.55,376425,52496.0
2025-12-17T15:24:00,151.75,153.0,151.15,152.5,492075,
2025-12-17T15:25:00,152.3,153.0,151.15,151.15,415875,
2025-12-17T15:26:00,151.2,151.95,149.6,151.2,358500,49929.0
2025-12-17T15:27:00,151.45,152.4,151.1,152.0,281550,
2025-12-17T15:28:00,151.65,153.0,151.65,153.0,336150,
2025-12-17T15:29:00,152.95,154.1,152.35,154.05,495450,46357.0
2025-12-17T15:30:00,153.2,153.2,153.2,153.2,11175,
2025-12-18T09:15:00,133.1,134.15,109.45,109.45,2794125,
2025-12-18T09:16:00,108.2,114.1,106.8,113.65,1853925,56546.0
2025-12-18T09:17:00,114.8,117.45,111.75,115.75,1560900,
2025-12-18T09:18:00,116.4,118.6,114.5,115.5,1488225,
2025-12-18T09:19:00,118.15,119.5,112.0,113.45,1270425,69141.0
2025-12-18T09:20:00,113.1,115.0,110.3,113.45,1296300,
2025-12-18T09:21:00,113.15,120.95,113.15,113.75,1870725,
2025-12-18T09:22:00,115.25,119.35,114.6,116.1,942450,77522.0
2025-12-18T09:23:00,115.8,120.7,115.75,120.3,1187400,
2025-12-18T09:24:00,120.45,125.5,120.2,122.7,2079000,
2025-12-18T09:25:00,123.15,126.25,120.1,124.8,1136850,81163.0
2025-12-18T09:26:00,125.3,126.8,120.1,120.15,1226850,
2025-12-18T09:27:00,120.2,126.2,119.25,121.95,974925,
2025-12-18T09:28:00,121.65,123.05,115.05,118.25,1094925,84559.0
2025-12-18T09:29:00,118.15,121.6,115.7,115.7,774150,
2025-12-18T09:30:00,116.15,121.0,115.5,119.0,1025775,
2025-12-18T09:31:00,119.95,122.0,117.0,120.45,679950,89300.0
2025-12-18T09:32:00,120.55,121.25,114.4,115.75,781950,
2025-12-18T09:33:00,115.15,115.8,110.35,115.15,1371075,
2025-12-18T09:34:00,114.85,117.75,112.5,115.15,865575,94206.0
2025-12-18T09:35:00,115.25,115.45,109.5,109.85,875475,
2025-12-18T09:36:00,110.0,117.55,110.0,117.55,817050,
2025-12-18T09:37:00,118.55,119.45,114.6,116.1,966000,95880.0
2025-12-18T09:38:00,115.95,118.4,113.35,113.35,554325,
2025-12-18T09:39:00,113.65,115.15,110.75,112.0,697575,
2025-12-18T09:40:00,112.05,112.05,108.45,110.85,1164750,99083.0
2025-12-18T09:41:00,110.9,113.1,106.2,107.0,976875,
2025-12-18T09:42:00,106.4,108.1,100.5,101.05,1969275,
2025-12-18T09:43:00,101.25,103.1,99.45,101.95,1505175,105193.0
2025-12-18T09:44:00,101.6,101.6,96.5,96.5,1119300,
